Gene,Weight
PTPRZ1,-0.0005090540178258935
JARID1D,-0.0005102774466494058
PICALM,-0.0005105154118698787
ARHGAP21,-0.0005107009214450051
NAP1L1,-0.0005110086319815684
SNORD116-13,-0.0005142512742986373
CROP,-0.0005159964048778563
CTNNB1,-0.0005166567041830774
HOPX,-0.0005176239300805093
FUBP1,-0.0005213270106102889
COL5A3,-0.0005231522003588597
GUK1,-0.000523969797843139
GAP43,-0.0005274448793157441
COX5B,-0.0005282123891927189
MYL6,-0.0005284587738016348
NDUFB8,-0.0005291056126939135
PEBP1,-0.0005308307492132796
MOBP,-0.0005412350595156541
IFITM1,-0.0005437033399975841
ALDOA,-0.0005447491460012728
ARL6IP1,-0.0005469227589565996
PCM1,-0.000547741034648445
ACTG1,-0.0005495208851067564
IGFBP7,-0.0005506118219916773
LGALS1,-0.0005525705807645321
LOC440348,-0.0005529850121611826
SCG3,-0.0005535400953992194
FN1,-0.0005575195977651846
SERINC1,-0.0005578199942933491
SNORD116-21,-0.0005626636814608928
AKT3,-0.0005633456502132324
HERC2P3,-0.0005637752221236671
RANBP3L,-0.0005675736579744381
TMEM66,-0.0005676723024620841
ABBA-1,-0.0005683727706221104
HBA1,-0.0005707629081136089
NEK7,-0.0005734638165147282
STOM,-0.0005771652187688718
CENTD1,-0.000586306264374968
CALR,-0.0005864979919344807
SFPQ,-0.0005956555471026002
KIAA1598,-0.0005968588870514654
IL6ST,-0.0005975085646205067
RBM39,-0.0006024072859886615
DDX5,-0.000604621629164576
FREQ,-0.0006064224609118843
C10orf58,-0.0006071351745514422
CCDC88A,-0.0006099239335820965
A2M,-0.0006113040965888591
IFI6,-0.0006118979881546525
DDX17,-0.0006122337657757682
SNHG6,-0.0006148477731172868
RBM6,-0.0006151151312905168
FKBP8,-0.0006211415030013386
PTP4A2,-0.0006252943676717742
CSDE1,-0.0006286474678658968
SRI,-0.000633057889974428
ACTB,-0.0006361540574636356
RPS14,-0.0006371124805850704
SRRM2,-0.0006399001440908338
GRIA2,-0.0006427028629963703
H3F3B,-0.0006477261468189875
hCG_18290,-0.000649206250465328
NRGN,-0.000653768422052059
CALM2,-0.0006629698288493655
NTRK2,-0.0006701294886960069
NDUFS5,-0.0006753996724027193
PECAM1,-0.0006817202218357513
S100A6,-0.0006823363362893652
SNORA74B,-0.0006875937151278119
RPL27,-0.000693105336188315
SCARNA6,-0.000696280067085668
PAQR6,-0.00070034044124252
NELF,-0.0007017120923977674
RPL8,-0.0007032015310980523
PTK2,-0.000710862740583145
PTK2B,-0.0007125051019725243
SLPI,-0.0007126940568439391
FAM171B,-0.0007135540540470963
FGFR3,-0.0007234469464986257
SYNE1,-0.0007319912776938729
PLEKHB1,-0.000739623065998647
PTMA,-0.0007413738593221315
KIF1C,-0.0007423706104420733
RPL35,-0.0007444422139096204
LOC595101,-0.0007620080613380833
POLR2J2,-0.0007642329133440841
MACF1,-0.0007800406042955609
DCN,-0.0007807794975786151
NACA,-0.0007827516535172074
RPS29,-0.0007835690502945574
GNB2L1,-0.0007942149542211585
AGXT2L1,-0.0007963389145815381
ERBB2IP,-0.0007981308253455898
ENO1,-0.0008144662571123047
KIF5B,-0.0008216292754954805
CA11,-0.00082705222299639
RPL36,-0.000837636712784861
S100A9,-0.0008476406810409977
SCARNA21,-0.000849043597351588
C10orf116,-0.0008537471690679935
KTN1,-0.0008566354785793933
GPM6A,-0.0008646400848170972
SAT1,-0.0008892134469768996
S100A8,-0.0009008899273015326
PTN,-0.0009079511605878719
TSPAN7,-0.0009125356629115522
FLT1,-0.0009219286769698834
TncRNA,-0.0009222905033723913
RPL37A,-0.0009286318710108028
SLC25A18,-0.0009304269551738555
GOLGA8B,-0.0009502180728680541
C13orf15,-0.0009547232636542865
DST,-0.0009587525346500695
BEX1,-0.0009592435599283558
CIRBP,-0.0009813693597851426
FTL,-0.000986630269141616
FXYD1,-0.0010003196039096722
SFRS18,-0.0010074468349300177
RPS4Y1,-0.0010255819468435005
PON2,-0.0010401172111292752
SNORA12,-0.0010776716298212588
HSP90B1,-0.001094632987635585
GPM6B,-0.0010971043227521531
FTH1,-0.001103641927514362
RAPGEF4,-0.0011153358726250023
RPL35A,-0.0011368851755711204
RPS6,-0.0011380956938900706
RP5-1033B10.18,-0.001162122804536866
CKB,-0.0011669619611905497
IDS,-0.0011953344986290729
SNAP25,-0.001197846699892023
PPP1R1B,-0.0012020238958529432
CAMK2A,-0.00122247230062332
EEF2,-0.001249583348931384
S100A1,-0.001264313293358251
RPL30,-0.0013206528765478554
SLC1A3,-0.0013220372112437249
SPTBN1,-0.001350953529789691
BSG,-0.00135150905430983
TXNIP,-0.0013718166002907853
RPLP2,-0.0013893568777809835
ALDOC,-0.001434147038856844
FXYD6,-0.001447918873792386
SPTAN1,-0.0014751220754501402
APOE,-0.0014989981869242437
TMSL3,-0.0015508779362119847
BCAS1,-0.001620953374896728
TMSB4X,-0.0016213840357199233
ITM2C,-0.001644674425062595
SNORA53,-0.0016510449140949295
HTRA1,-0.001734895740497261
RPS25,-0.0018623927397192028
KIF5A,-0.0019283331534419319
PTGDS,-0.0019740594352888005
RPL18,-0.0020280965960332315
MGP,-0.002031700775992992
RPPH1,-0.0022046855721170014
SNORD17,-0.00231170784992574
SCARNA5,-0.0023337706650716117
CPE,-0.0023417101319811715
SCARNA2,-0.002414865491689111
B2M,-0.0025388908954696774
VIM,-0.002575036160199164
TPT1,-0.002594986803339593
TMSB10,-0.0026041372907554144
ATP1A2,-0.002836870859140683
C7orf41,-0.00350924444019148
NDRG2,-0.003565363183545851
FAM107A,-0.003973461387972671
APOD,-0.004117682488574878
MBP,-0.004831260965959105
CST3,-0.00520748261062861
GLUL,-0.0052332733716535336
SLC1A2,-0.005933066502927011
MALAT1,-0.007269044221337112
SPARCL1,-0.0074719998018470315
